Year	Foremothers
49934	1391
49934	1392
49934	1393
49934	1394
49934	1395
49934	1396
49934	1397
49934	1398
49934	1399
49934	1400
49934	1401
49934	1402
49934	1403
49934	1404
49934	1405
49934	1406
49934	1407
49934	1408
49934	1409
49934	1410
49934	1411
49935	1412
49935	1413
49935	1414
49935	1415
49935	1416
49935	1417
49935	1418
49935	1419
49935	1420
49935	1421
49935	1422
49935	1423
49935	1424
49935	1425
49935	1426
49935	1427
49935	1428
49935	1429
49935	1430
49935	1431
49935	1432
49935	1433
49935	1434
49935	1435
49935	1436
49935	1437
49935	1438
49935	1439
49935	1440
49935	1441
49935	1442
49935	1443
49935	1444
49936	1445
49936	1446
49936	1447
49936	1448
49936	1449
49936	1450
49936	1451
49936	1452
49936	1453
49936	1454
49936	1455
49936	1456
49936	1457
49936	1458
49936	1459
49936	1460
49936	1461
49936	1462
49936	1463
49936	1464
49936	1465
49936	1466
49936	1467
49936	1468
49936	1469
49936	1470
49936	1471
49937	1472
49937	1473
49937	1474
49937	1475
49937	1476
49937	1477
49937	1478
49937	1479
49937	1480
49937	1481
49937	1482
49937	1483
49937	1484
49937	1485
49937	1486
49937	1487
49937	1488
49937	1489
49937	1490
49937	1491
49937	1492
49937	1493
49937	1494
49937	1495
49937	1496
49937	1497
49938	1498
49938	1499
49938	1500
49938	1501
49938	1502
49938	1503
49938	1504
49938	1505
49938	1506
49938	1507
49938	1508
49938	1509
49938	1510
49938	1511
49938	1512
49938	1513
49938	1514
49938	1515
49938	1516
49938	1517
49938	1518
49938	1519
49938	1520
49938	1521
49938	1522
49938	1523
49938	1524
49938	1525
49938	1526
49938	1527
49938	1528
49939	1529
49939	1530
49939	1531
49939	1532
49939	1533
49939	1534
49939	1535
49939	1536
49939	1537
49939	1538
49939	1539
49939	1540
49939	1541
49939	1542
49939	1543
49939	1544
49939	1545
49939	1546
49939	1547
49939	1548
49939	1549
49939	1550
49939	1551
49939	1552
49939	1553
49939	1554
49939	1555
49939	1556
49939	1557
49939	1558
49939	1559
49939	1560
49940	1561
49940	1562
49940	1563
49940	1564
49940	1565
49940	1566
49940	1567
49940	1568
49940	1569
49940	1570
49940	1571
49940	1572
49940	1573
49940	1574
49940	1575
49940	1576
49940	1577
49940	1578
49940	1579
49940	1580
49940	1581
49940	1582
49940	1583
49940	1584
49940	1585
49940	1586
49940	1587
49940	1588
49941	1589
49941	1590
49941	1591
49941	1592
49941	1593
49941	1594
49941	1595
49941	1596
49941	1597
49941	1598
49941	1599
49941	1600
49941	1601
49941	1602
49941	1603
49941	1604
49941	1605
49941	1606
49941	1607
49941	1608
49941	1609
49941	1610
49941	1611
49941	1612
49941	1613
49941	1614
49941	1615
49941	1616
49941	1617
49941	1618
49941	1619
49941	1620
49941	1621
49941	1622
49941	1623
49941	1624
49941	1625
49942	1626
49942	1627
49942	1628
49942	1629
49942	1630
49942	1631
49942	1632
49942	1633
49942	1634
49942	1635
49942	1636
49942	1637
49942	1638
49942	1639
49942	1640
49942	1641
49942	1642
49942	1643
49942	1644
49942	1645
49942	1646
49942	1647
49942	1648
49942	1649
49942	1650
49942	1651
49942	1652
49942	1653
49942	1654
49942	1655
49942	1656
49942	1657
49942	1658
49942	1659
49942	1660
49942	1661
49942	1662
49942	1663
49942	1664
49942	1665
49943	1666
49943	1667
49943	1668
49943	1669
49943	1670
49943	1671
49943	1672
49943	1673
49943	1674
49943	1675
49943	1676
49943	1677
49943	1678
49943	1679
49943	1680
49943	1681
49943	1682
49943	1683
49943	1684
49943	1685
49943	1686
49943	1687
49943	1688
49943	1689
49943	1690
49943	1691
49943	1692
49943	1693
49943	1694
49943	1695
49943	1696
49943	1697
49943	1698
49943	1699
49943	1700
49943	1701
49943	1702
49943	1703
49943	1704
49943	1705
49943	1706
49943	1707
49943	1708
49943	1709
49943	1710
49943	1711
49943	1712
49943	1713
49943	1714
49943	1715
49944	1716
49944	1717
49944	1718
49944	1719
49944	1720
49944	1721
49944	1722
49944	1723
49944	1724
49944	1725
49944	1726
49944	1727
49944	1728
49944	1729
49944	1730
49944	1731
49944	1732
49944	1733
49944	1734
49944	1735
49944	1736
49944	1737
49944	1738
49944	1739
49944	1740
49944	1741
49944	1742
49944	1743
49944	1744
49944	1745
49944	1746
49944	1747
49944	1748
49944	1749
49944	1750
49944	1751
49944	1752
49944	1753
49944	1754
49944	1755
49944	1756
49944	1757
49944	1758
49944	1759
49944	1760
49945	1761
49945	1762
49945	1763
49945	1764
49945	1765
49945	1766
49945	1767
49945	1768
49945	1769
49945	1770
49945	1771
49945	1772
49945	1773
49945	1774
49945	1775
49945	1776
49945	1777
49945	1778
49945	1779
49945	1780
49945	1781
49945	1782
49945	1783
49945	1784
49945	1785
49945	1786
49945	1787
49945	1788
49945	1789
49945	1790
49945	1791
49945	1792
49945	1793
49945	1794
49945	1795
49945	1796
49945	1797
49945	1798
49945	1799
49945	1800
49945	1801
49945	1802
49945	1803
49945	1804
49945	1805
49945	1806
49946	1807
49946	1808
49946	1809
49946	1810
49946	1811
49946	1812
49946	1813
49946	1814
49946	1815
49946	1816
49946	1817
49946	1818
49946	1819
49946	1820
49946	1821
49946	1822
49946	1823
49946	1824
49946	1825
49946	1826
49946	1827
49946	1828
49946	1829
49946	1830
49946	1831
49946	1832
49946	1833
49946	1834
49946	1835
49946	1836
49946	1837
49946	1838
49946	1839
49946	1840
49946	1841
49946	1842
49946	1843
49947	1844
49947	1845
49947	1846
49947	1847
49947	1848
49947	1849
49947	1850
49947	1851
49947	1852
49947	1853
49947	1854
49947	1855
49947	1856
49947	1857
49947	1858
49947	1859
49947	1860
49947	1861
49947	1862
49947	1863
49947	1864
49947	1865
49947	1866
49947	1867
49947	1868
49947	1869
49947	1870
49947	1871
49947	1872
49947	1873
49947	1874
49947	1875
49947	1876
49947	1877
49947	1878
49947	1879
49947	1880
49948	1881
49948	1882
49948	1883
49948	1884
49948	1885
49948	1886
49948	1887
49948	1888
49948	1889
49948	1890
49948	1891
49948	1892
49948	1893
49948	1894
49948	1895
49948	1896
49948	1897
49948	1898
49948	1899
49948	1900
49948	1901
49948	1902
49948	1903
49948	1904
49948	1905
49948	1906
49948	1907
49948	1908
49948	1909
49948	1910
49948	1911
49948	1912
49948	1913
49948	1914
49948	1915
49948	1916
49948	1917
49948	1918
49949	1919
49949	1920
49949	1921
49949	1922
49949	1923
49949	1924
49949	1925
49949	1926
49949	1927
49949	1928
49949	1929
49949	1930
49949	1931
49949	1932
49949	1933
49949	1934
49949	1935
49949	1936
49949	1937
49949	1938
49949	1939
49949	1940
49949	1941
49949	1942
49949	1943
49949	1944
49949	1945
49949	1946
49949	1947
49950	1948
49950	1949
49950	1950
49950	1951
49950	1952
49950	1953
49950	1954
49950	1955
49950	1956
49950	1957
49950	1958
49950	1959
49950	1960
49950	1961
49950	1962
49950	1963
49950	1964
49950	1965
49950	1966
49950	1967
49950	1968
49950	1969
49950	1970
49950	1971
49950	1972
49950	1973
49950	1974
49950	1975
49950	1976
49950	1977
49950	1978
49950	1979
49950	1980
49950	1981
49950	1982
49950	1983
49950	1984
49950	1985
49950	1986
49950	1987
49950	1988
49950	1989
49950	1990
49950	1991
49950	1992
49950	1993
49950	1994
49950	1995
49950	1996
49950	1997
49951	1998
49951	1999
49951	2000
49951	2001
49951	2002
49951	2003
49951	2004
49951	2005
49951	2006
49951	2007
49951	2008
49951	2009
49951	2010
49951	2011
49951	2012
49951	2013
49951	2014
49951	2015
49951	2016
49951	2017
49951	2018
49951	2019
49951	2020
49951	2021
49951	2022
49951	2023
49951	2024
49951	2025
49951	2026
49951	2027
49951	2028
49951	2029
49951	2030
49951	2031
49951	2032
49951	2033
49951	2034
49952	2035
49952	2036
49952	2037
49952	2038
49952	2039
49952	2040
49952	2041
49952	2042
49952	2043
49952	2044
49952	2045
49952	2046
49952	2047
49952	2048
49952	2049
49952	2050
49952	2051
49952	2052
49952	2053
49952	2054
49952	2055
49952	2056
49952	2057
49952	2058
49952	2059
49952	2060
49952	2061
49952	2062
49952	2063
49952	2064
49952	2065
49952	2066
49952	2067
49952	2068
49952	2069
49952	2070
49952	2071
49952	2072
49952	2073
49952	2074
49952	2075
49952	2076
49953	2077
49953	2078
49953	2079
49953	2080
49953	2081
49953	2082
49953	2083
49953	2084
49953	2085
49953	2086
49953	2087
49953	2088
49953	2089
49953	2090
49953	2091
49953	2092
49953	2093
49953	2094
49953	2095
49953	2096
49953	2097
49953	2098
49953	2099
49953	2100
49953	2101
49953	2102
49953	2103
49953	2104
49953	2105
49953	2106
49953	2107
49953	2108
49953	2109
49953	2110
49953	2111
49953	2112
49953	2113
49953	2114
49953	2115
49954	2116
49954	2117
49954	2118
49954	2119
49954	2120
49954	2121
49954	2122
49954	2123
49954	2124
49954	2125
49954	2126
49954	2127
49954	2128
49954	2129
49954	2130
49954	2131
49954	2132
49954	2133
49954	2134
49954	2135
49954	2136
49954	2137
49954	2138
49954	2139
49954	2140
49954	2141
49954	2142
49954	2143
49954	2144
49954	2145
49954	2146
49954	2147
49954	2148
49954	2149
49954	2150
49954	2151
49954	2152
49954	2153
49954	2154
49954	2155
49954	2156
49954	2157
49954	2158
49954	2159
49954	2160
49954	2161
49954	2162
49954	2163
49954	2164
49954	2165
49955	2166
49955	2167
49955	2168
49955	2169
49955	2170
49955	2171
49955	2172
49955	2173
49955	2174
49955	2175
49955	2176
49955	2177
49955	2178
49955	2179
49955	2180
49955	2181
49955	2182
49955	2183
49955	2184
49955	2185
49955	2186
49955	2187
49955	2188
49955	2189
49955	2190
49955	2191
49955	2192
49955	2193
49955	2194
49955	2195
49955	2196
49955	2197
49955	2198
49955	2199
49955	2200
49955	2201
49955	2202
49955	2203
49955	2204
49955	2205
49955	2206
49955	2207
49955	2208
49955	2209
49955	2210
49955	2211
49955	2212
49955	2213
49956	2214
49956	2215
49956	2216
49956	2217
49956	2218
49956	2219
49956	2220
49956	2221
49956	2222
49956	2223
49956	2224
49956	2225
49956	2226
49956	2227
49956	2228
49956	2229
49956	2230
49956	2231
49956	2232
49956	2233
49956	2234
49956	2235
49956	2236
49956	2237
49956	2238
49956	2239
49956	2240
49956	2241
49956	2242
49956	2243
49956	2244
49956	2245
49956	2246
49956	2247
49956	2248
49956	2249
49956	2250
49956	2251
49956	2252
49956	2253
49956	2254
49956	2255
49957	2256
49957	2257
49957	2258
49957	2259
49957	2260
49957	2261
49957	2262
49957	2263
49957	2264
49957	2265
49957	2266
49957	2267
49957	2268
49957	2269
49957	2270
49957	2271
49957	2272
49957	2273
49957	2274
49957	2275
49957	2276
49957	2277
49957	2278
49957	2279
49957	2280
49957	2281
49957	2282
49957	2283
49957	2284
49957	2285
49957	2286
49957	2287
49957	2288
49957	2289
49957	2290
49957	2291
49957	2292
49957	2293
49957	2294
49957	2295
49957	2296
49957	2297
49957	2298
49957	2299
49958	2300
49958	2301
49958	2302
49958	2303
49958	2304
49958	2305
49958	2306
49958	2307
49958	2308
49958	2309
49958	2310
49958	2311
49958	2312
49958	2313
49958	2314
49958	2315
49958	2316
49958	2317
49958	2318
49958	2319
49958	2320
49958	2321
49958	2322
49958	2323
49958	2324
49958	2325
49958	2326
49958	2327
49958	2328
49958	2329
49958	2330
49958	2331
49958	2332
49958	2333
49958	2334
49958	2335
49958	2336
49958	2337
49958	2338
49958	2339
49958	2340
49958	2341
49958	2342
49958	2343
49958	2344
49958	2345
49958	2346
49958	2347
49958	2348
49958	2349
49958	2350
49958	2351
49958	2352
49959	2353
49959	2354
49959	2355
49959	2356
49959	2357
49959	2358
49959	2359
49959	2360
49959	2361
49959	2362
49959	2363
49959	2364
49959	2365
49959	2366
49959	2367
49959	2368
49959	2369
49959	2370
49959	2371
49959	2372
49959	2373
49959	2374
49959	2375
49959	2376
49959	2377
49959	2378
49959	2379
49959	2380
49959	2381
49959	2382
49959	2383
49959	2384
49959	2385
49959	2386
49959	2387
49959	2388
49959	2389
49959	2390
49959	2391
49959	2392
49959	2393
49959	2394
49959	2395
49959	2396
49959	2397
49959	2398
49959	2399
49959	2400
49959	2401
49960	2402
49960	2403
49960	2404
49960	2405
49960	2406
49960	2407
49960	2408
49960	2409
49960	2410
49960	2411
49960	2412
49960	2413
49960	2414
49960	2415
49960	2416
49960	2417
49960	2418
49960	2419
49960	2420
49960	2421
49960	2422
49960	2423
49960	2424
49960	2425
49960	2426
49960	2427
49960	2428
49960	2429
49960	2430
49960	2431
49960	2432
49960	2433
49960	2434
49960	2435
49960	2436
49960	2437
49960	2438
49960	2439
49960	2440
49960	2441
49960	2442
49960	2443
49960	2444
49960	2445
49960	2446
49960	2447
49960	2448
49961	2449
49961	2450
49961	2451
49961	2452
49961	2453
49961	2454
49961	2455
49961	2456
49961	2457
49961	2458
49961	2459
49961	2460
49961	2461
49961	2462
49961	2463
49961	2464
49961	2465
49961	2466
49961	2467
49961	2468
49961	2469
49961	2470
49961	2471
49961	2472
49961	2473
49961	2474
49961	2475
49961	2476
49961	2477
49961	2478
49961	2479
49961	2480
49961	2481
49961	2482
49961	2483
49961	2484
49961	2485
49961	2486
49961	2487
49961	2488
49961	2489
49961	2490
49961	2491
49961	2492
49961	2493
49962	2494
49962	2495
49962	2496
