Year	Foremothers
49885	263
49885	264
49886	265
49887	266
49887	267
49887	268
49888	269
49888	270
49888	271
49889	272
49889	273
49889	274
49890	275
49890	276
49891	277
49891	278
49891	279
49892	280
49892	281
49892	282
49892	283
49893	284
49893	285
49893	286
49893	287
49893	288
49894	289
49895	290
49895	291
49895	292
49897	293
49897	294
49898	295
49898	296
49899	297
49900	298
49900	299
49900	300
49901	301
49901	302
49902	303
49902	304
49902	305
49902	306
49902	307
49903	308
49903	309
49903	310
49903	311
49906	312
49906	313
49906	314
49906	315
49907	316
49908	317
49910	318
49910	319
49910	320
49911	321
49911	322
49911	323
49912	324
49912	325
49912	326
49912	327
49913	328
49914	329
49914	330
49914	331
49914	332
49914	333
49914	334
49915	335
49915	336
49916	337
49916	338
49916	339
49916	340
49917	341
49917	342
49918	343
49919	344
49919	345
49919	346
49919	347
49919	348
49920	349
49920	350
49921	351
49921	352
49921	353
49921	354
49921	355
49922	356
49922	357
49922	358
49922	359
49922	360
49923	361
49923	362
49923	363
49923	364
49924	365
49924	366
49924	367
49924	368
49925	369
49925	370
49925	371
49925	372
49925	373
49925	374
49926	375
49926	376
49927	377
49927	378
49927	379
49927	380
49927	381
49927	382
49928	383
49928	384
49928	385
49928	386
49928	387
49928	388
49928	389
49928	390
49928	391
49929	392
49929	393
49929	394
49929	395
49929	396
49929	397
49929	398
49929	399
49929	400
49930	401
49930	402
49930	403
49930	404
49930	405
49930	406
49930	407
49930	408
49930	409
49930	410
49930	411
49930	412
49931	413
49931	414
49931	415
49931	416
49931	417
49931	418
49931	419
49931	420
49932	421
49932	422
49932	423
49932	424
49932	425
49932	426
49933	427
49933	428
49933	429
49933	430
49933	431
49934	432
49934	433
49934	434
49934	435
49934	436
49934	437
49934	438
49934	439
49934	440
49934	441
49934	442
49934	443
49935	444
49935	445
49935	446
49935	447
49935	448
49935	449
49935	450
49935	451
49935	452
49935	453
49935	454
49936	455
49936	456
49936	457
49936	458
49936	459
49936	460
49936	461
49936	462
49937	463
49937	464
49937	465
49938	466
49938	467
49938	468
49938	469
49938	470
49938	471
49938	472
49938	473
49938	474
49938	475
49939	476
49939	477
49939	478
49939	479
49939	480
49939	481
49939	482
49939	483
49939	484
49939	485
49939	486
49939	487
49939	488
49940	489
49940	490
49940	491
49940	492
49940	493
49940	494
49940	495
49940	496
49940	497
49940	498
49940	499
49940	500
49940	501
49940	502
49940	503
49940	504
49940	505
49940	506
49940	507
49941	508
49941	509
49941	510
49941	511
49941	512
49941	513
49941	514
49941	515
49941	516
49941	517
49941	518
49941	519
49941	520
49941	521
49942	522
49942	523
49942	524
49942	525
49942	526
49942	527
49942	528
49942	529
49942	530
49942	531
49942	532
49943	533
49943	534
49943	535
49943	536
49943	537
49944	538
49944	539
49944	540
49944	541
49944	542
49944	543
49944	544
49944	545
49944	546
49944	547
49944	548
49945	549
49945	550
49945	551
49945	552
49945	553
49945	554
49945	555
49945	556
49945	557
49945	558
49945	559
49945	560
49945	561
49946	562
49946	563
49946	564
49946	565
49946	566
49946	567
49946	568
49946	569
49946	570
49946	571
49946	572
49946	573
49946	574
49946	575
49946	576
49946	577
49946	578
49946	579
49946	580
49946	581
49946	582
49946	583
49946	584
49946	585
49946	586
49947	587
49947	588
49947	589
49947	590
49947	591
49947	592
49947	593
49947	594
49947	595
49947	596
49947	597
49947	598
49947	599
49948	600
49948	601
49948	602
49948	603
49948	604
49948	605
49948	606
49948	607
49948	608
49948	609
49948	610
49948	611
49948	612
49949	613
49949	614
49949	615
49949	616
49949	617
49949	618
49949	619
49949	620
49949	621
49950	622
49950	623
49950	624
49950	625
49950	626
49950	627
49950	628
49950	629
49950	630
49950	631
49950	632
49951	633
49951	634
49951	635
49951	636
49951	637
49951	638
49951	639
49951	640
49951	641
49951	642
49951	643
49951	644
49952	645
49952	646
49952	647
49952	648
49952	649
49952	650
49952	651
49952	652
49952	653
49952	654
49952	655
49952	656
49952	657
49952	658
49952	659
49952	660
49952	661
49952	662
49952	663
49952	664
49953	665
49953	666
49953	667
49953	668
49953	669
49953	670
49953	671
49953	672
49953	673
49953	674
49953	675
49953	676
49953	677
49953	678
49953	679
49953	680
49953	681
49953	682
49953	683
49953	684
49953	685
49953	686
49954	687
49954	688
49954	689
49954	690
49954	691
49954	692
49954	693
49954	694
49954	695
49954	696
49954	697
49954	698
49954	699
49955	700
49955	701
49955	702
49955	703
49955	704
49955	705
49955	706
49955	707
49955	708
49955	709
49955	710
49955	711
49955	712
49955	713
49955	714
49956	715
49956	716
49956	717
49956	718
49956	719
49956	720
49956	721
49956	722
49956	723
49956	724
49956	725
49956	726
49956	727
49956	728
49956	729
49956	730
49956	731
49956	732
49956	733
49956	734
49956	735
49956	736
49957	737
49957	738
49957	739
49957	740
49957	741
49957	742
49957	743
49957	744
49957	745
49957	746
49957	747
49957	748
49958	749
49958	750
49958	751
49958	752
49958	753
49958	754
49958	755
49958	756
49958	757
49958	758
49958	759
49958	760
49958	761
49958	762
49958	763
49958	764
49958	765
49958	766
49958	767
49958	768
49958	769
49958	770
49958	771
49958	772
49958	773
49958	774
49958	775
49958	776
49959	777
49959	778
49959	779
49959	780
49959	781
49959	782
49959	783
49959	784
49959	785
49959	786
49959	787
49959	788
49959	789
49959	790
49959	791
49959	792
49959	793
49959	794
49959	795
49959	796
49960	797
49960	798
49960	799
49960	800
49960	801
49960	802
49960	803
49960	804
49960	805
49960	806
49960	807
49960	808
49960	809
49961	810
49961	811
49961	812
49961	813
49961	814
49961	815
49961	816
49961	817
49961	818
49961	819
49961	820
49961	821
49961	822
49961	823
49961	824
49961	825
49961	826
49961	827
49961	828
49962	829
49962	830
49962	831
49962	832
49962	833
49962	834
49962	835
49962	836
49962	837
49962	838
49962	839
49962	840
49962	841
49962	842
49962	843
49962	844
49962	845
49963	846
49963	847
49963	848
49963	849
49963	850
49963	851
49963	852
49963	853
49963	854
49963	855
49963	856
49963	857
49963	858
49963	859
49963	860
49963	861
49963	862
49964	863
49964	864
49964	865
49964	866
49964	867
49964	868
49964	869
49964	870
49964	871
49964	872
49964	873
49964	874
49964	875
49964	876
49964	877
49964	878
49964	879
49964	880
49965	881
49965	882
49965	883
49965	884
49965	885
49965	886
49965	887
49965	888
49965	889
49965	890
49965	891
49965	892
49965	893
49965	894
49965	895
49965	896
49966	897
49966	898
49966	899
49966	900
49966	901
49966	902
49966	903
49966	904
49966	905
49966	906
49966	907
49966	908
49966	909
49966	910
49966	911
49966	912
49967	913
49967	914
49967	915
49967	916
49967	917
49967	918
49967	919
49967	920
49967	921
49967	922
49967	923
49967	924
49967	925
49967	926
49967	927
49968	928
49968	929
49968	930
49968	931
49968	932
49968	933
49968	934
49968	935
49968	936
49968	937
49968	938
49968	939
49968	940
49968	941
49968	942
49968	943
49969	944
49969	945
49969	946
49969	947
49969	948
49969	949
49969	950
49969	951
49969	952
49969	953
49969	954
49969	955
49969	956
49969	957
49969	958
49969	959
49970	960
49970	961
49970	962
49970	963
49970	964
49970	965
49970	966
49970	967
49970	968
49970	969
49970	970
49970	971
49970	972
49970	973
49970	974
49970	975
49971	976
49971	977
49971	978
49971	979
49971	980
49971	981
49971	982
49971	983
49971	984
49971	985
49971	986
49971	987
49971	988
49971	989
49971	990
49971	991
49971	992
49971	993
49971	994
49971	995
49971	996
49971	997
49971	998
49971	999
49972	1000
49972	1001
49972	1002
49972	1003
49972	1004
49972	1005
49972	1006
49972	1007
49972	1008
49972	1009
49972	1010
49972	1011
49972	1012
49973	1013
49973	1014
49973	1015
49973	1016
49973	1017
49973	1018
49973	1019
49973	1020
49973	1021
49973	1022
49973	1023
49973	1024
49973	1025
49973	1026
49973	1027
49973	1028
49973	1029
49973	1030
49973	1031
49974	1032
49974	1033
49974	1034
49974	1035
49974	1036
49974	1037
49974	1038
49974	1039
49974	1040
49974	1041
49974	1042
49974	1043
49974	1044
49975	1045
49975	1046
49975	1047
49975	1048
49975	1049
49975	1050
49975	1051
49975	1052
49975	1053
49975	1054
49976	1055
49976	1056
49976	1057
49976	1058
49976	1059
49976	1060
49976	1061
49976	1062
49976	1063
49976	1064
49977	1065
49977	1066
49977	1067
49977	1068
49977	1069
49977	1070
49977	1071
49977	1072
49977	1073
49977	1074
49977	1075
49978	1076
49978	1077
49978	1078
49978	1079
49978	1080
49978	1081
49979	1082
49979	1083
49979	1084
49979	1085
49979	1086
49979	1087
49979	1088
49979	1089
49980	1090
49980	1091
49980	1092
49980	1093
49980	1094
49980	1095
49980	1096
49980	1097
49980	1098
49980	1099
49980	1100
49980	1101
49980	1102
49980	1103
49980	1104
49981	1105
49981	1106
49981	1107
49981	1108
49981	1109
49981	1110
49981	1111
49981	1112
49982	1113
49982	1114
49982	1115
49982	1116
49982	1117
49982	1118
49982	1119
49982	1120
49982	1121
49982	1122
49983	1123
49983	1124
49983	1125
49983	1126
49983	1127
49983	1128
49983	1129
49983	1130
49983	1131
49983	1132
49984	1133
49984	1134
49984	1135
49984	1136
49984	1137
49984	1138
49984	1139
49984	1140
49984	1141
49984	1142
49985	1143
49985	1144
49985	1145
49985	1146
49985	1147
49985	1148
49985	1149
49985	1150
49985	1151
49985	1152
49985	1153
49985	1154
49986	1155
49986	1156
49986	1157
49986	1158
49986	1159
49986	1160
49986	1161
49986	1162
49986	1163
49986	1164
49986	1165
49986	1166
49987	1167
49987	1168
49987	1169
49988	1170
49988	1171
49988	1172
49988	1173
49988	1174
49988	1175
49988	1176
49988	1177
49989	1178
49989	1179
49989	1180
49989	1181
49989	1182
49989	1183
49989	1184
49989	1185
49989	1186
49989	1187
49989	1188
49989	1189
49990	1190
49990	1191
49990	1192
49990	1193
49990	1194
49990	1195
49990	1196
49990	1197
49990	1198
49991	1199
49991	1200
49991	1201
49991	1202
49991	1203
49991	1204
49991	1205
49991	1206
49991	1207
49991	1208
49991	1209
49991	1210
49992	1211
49992	1212
49992	1213
49992	1214
49992	1215
49992	1216
49993	1217
49993	1218
49993	1219
49993	1220
49993	1221
49994	1222
49995	1223
49995	1224
49995	1225
49995	1226
49996	1227
49996	1228
49996	1229
49996	1230
49996	1231
49997	1232
49997	1233
49997	1234
49998	1235
49998	1236
