Year	Forefathers
0	1
3377	2
26666	3
30923	4
32314	5
33358	6
34656	7
34804	8
35178	9
36154	10
36180	11
36509	12
36585	13
37410	14
37934	15
39094	16
39768	17
39858	18
39970	19
40182	20
40394	21
40525	22
41321	23
41550	24
41808	25
42415	26
42439	27
42831	28
43062	29
43432	30
43661	31
43906	32
44012	33
44025	34
44127	35
44466	36
44693	37
44921	38
45065	39
45078	40
45786	41
46215	42
46245	43
46262	44
46524	45
46599	46
46653	47
46825	48
46997	49
47105	50
47243	51
47332	52
47352	53
47399	54
47486	55
47538	56
47540	57
47636	58
47643	59
47646	60
47680	61
47683	62
47706	63
47720	64
47724	65
47751	66
47785	67
47835	68
47851	69
47851	70
47926	71
48002	72
48055	73
48063	74
48078	75
48090	76
48121	77
48218	78
48231	79
48253	80
48257	81
48297	82
48298	83
48303	84
48319	85
48330	86
48344	87
48375	88
48379	89
48382	90
48386	91
48395	92
48439	93
48444	94
48450	95
48462	96
48507	97
48508	98
48530	99
48534	100
48539	101
48552	102
48576	103
48590	104
48591	105
48615	106
48619	107
48622	108
48626	109
48627	110
48629	111
48641	112
48643	113
48649	114
48669	115
48686	116
48693	117
48699	118
48700	119
48700	120
48721	121
48761	122
48770	123
48798	124
48832	125
48833	126
48838	127
48842	128
48849	129
48853	130
48856	131
48862	132
48863	133
48885	134
48888	135
48905	136
48910	137
48915	138
48925	139
48929	140
48929	141
48930	142
48934	143
48944	144
48949	145
48959	146
48968	147
48997	148
49004	149
49005	150
49009	151
49010	152
49019	153
49020	154
49029	155
49035	156
49037	157
49056	158
49060	159
49072	160
49073	161
49081	162
49082	163
49085	164
49102	165
49105	166
49107	167
49108	168
49109	169
49116	170
49123	171
49131	172
49135	173
49142	174
49154	175
49157	176
49163	177
49173	178
49185	179
49185	180
49186	181
49192	182
49198	183
49201	184
49205	185
49208	186
49209	187
49213	188
49220	189
49229	190
49232	191
49232	192
49237	193
49244	194
49245	195
49252	196
49260	197
49262	198
49264	199
49265	200
49265	201
49266	202
49266	203
49266	204
49267	205
49267	206
49273	207
49274	208
49276	209
49278	210
49301	211
49302	212
49310	213
49311	214
49313	215
49314	216
49314	217
49314	218
49315	219
49315	220
49322	221
49325	222
49329	223
49331	224
49331	225
49342	226
49344	227
49354	228
49356	229
49356	230
49361	231
49365	232
49367	233
49369	234
49372	235
49372	236
49374	237
49374	238
49375	239
49378	240
49379	241
49389	242
49390	243
49404	244
49405	245
49407	246
49407	247
49407	248
49408	249
49408	250
49408	251
49412	252
49412	253
49417	254
49420	255
49420	256
49421	257
49421	258
49421	259
49423	260
49425	261
49426	262
49428	263
49429	264
49429	265
49429	266
49429	267
49430	268
49436	269
49442	270
49443	271
49452	272
49453	273
49454	274
49456	275
49458	276
49458	277
49458	278
49459	279
49460	280
49460	281
49464	282
49465	283
49467	284
49468	285
49471	286
49473	287
49476	288
49480	289
49480	290
49481	291
49486	292
49487	293
49487	294
49491	295
49499	296
49501	297
49502	298
49503	299
49504	300
49506	301
49509	302
49512	303
49513	304
49513	305
49513	306
49514	307
49517	308
49517	309
49517	310
49517	311
49521	312
49521	313
49524	314
49525	315
49526	316
49528	317
49529	318
49530	319
49531	320
49533	321
49535	322
49537	323
49540	324
49543	325
49544	326
49546	327
49547	328
49549	329
49550	330
49551	331
49553	332
49555	333
49556	334
49556	335
49559	336
49564	337
49566	338
49567	339
49568	340
49569	341
49571	342
49571	343
49572	344
49574	345
49577	346
49581	347
49587	348
49588	349
49588	350
49589	351
49590	352
49593	353
49593	354
49594	355
49597	356
49597	357
49597	358
49599	359
49602	360
49602	361
49602	362
49602	363
49603	364
49603	365
49604	366
49606	367
49607	368
49611	369
49612	370
49612	371
49613	372
49613	373
49614	374
49616	375
49618	376
49621	377
49621	378
49621	379
49622	380
49623	381
49623	382
49623	383
49624	384
49624	385
49624	386
49625	387
49625	388
49625	389
49629	390
49629	391
49630	392
49630	393
49632	394
49633	395
49636	396
49637	397
49637	398
49637	399
49639	400
49640	401
49641	402
49641	403
49642	404
49643	405
49650	406
49652	407
49652	408
49654	409
49657	410
49657	411
49658	412
49660	413
49662	414
49664	415
49665	416
49666	417
49666	418
49666	419
49667	420
49670	421
49670	422
49672	423
49672	424
49675	425
49675	426
49675	427
49678	428
49678	429
49679	430
49680	431
49680	432
49680	433
49682	434
49683	435
49683	436
49684	437
49684	438
49685	439
49685	440
49686	441
49687	442
49689	443
49689	444
49689	445
49690	446
49690	447
49690	448
49690	449
49693	450
49695	451
49695	452
49695	453
49696	454
49697	455
49697	456
49698	457
49699	458
49699	459
49701	460
49701	461
49701	462
49702	463
49703	464
49704	465
49705	466
49705	467
49706	468
49706	469
49707	470
49708	471
49708	472
49708	473
49709	474
49710	475
49711	476
49712	477
49712	478
49713	479
49714	480
49714	481
49715	482
49716	483
49717	484
49717	485
49717	486
49717	487
49719	488
49719	489
49719	490
49719	491
49720	492
49721	493
49722	494
49722	495
49722	496
49722	497
49722	498
49723	499
49723	500
49724	501
49726	502
49728	503
49729	504
49730	505
49730	506
49731	507
49732	508
49732	509
49732	510
49733	511
49734	512
49734	513
49734	514
49734	515
49735	516
49735	517
49737	518
49737	519
49738	520
49739	521
49739	522
49740	523
49740	524
49740	525
49740	526
49740	527
49741	528
49741	529
49742	530
49743	531
49743	532
49744	533
49745	534
49745	535
49746	536
49746	537
49746	538
49747	539
49747	540
49747	541
49747	542
49748	543
49749	544
49750	545
49751	546
49751	547
49753	548
49753	549
49753	550
49753	551
49756	552
49756	553
49757	554
49757	555
49757	556
49758	557
49760	558
49760	559
49760	560
49761	561
49761	562
49761	563
49762	564
49762	565
49762	566
49764	567
49764	568
49767	569
49767	570
49767	571
49767	572
49768	573
49768	574
49769	575
49769	576
49770	577
49771	578
49772	579
49772	580
49774	581
49774	582
49774	583
49774	584
49776	585
49777	586
49777	587
49777	588
49777	589
49778	590
49778	591
49779	592
49780	593
49781	594
49781	595
49782	596
49783	597
49783	598
49783	599
49785	600
49785	601
49785	602
49786	603
49786	604
49786	605
49786	606
49787	607
49787	608
49787	609
49788	610
49788	611
49788	612
49788	613
49789	614
49790	615
49790	616
49791	617
49793	618
49793	619
49793	620
49794	621
49794	622
49794	623
49795	624
49795	625
49795	626
49796	627
49797	628
49797	629
49798	630
49798	631
49799	632
49799	633
49799	634
49799	635
49799	636
49799	637
49800	638
49800	639
49801	640
49802	641
49803	642
49804	643
49804	644
49804	645
49805	646
49806	647
49806	648
49806	649
49806	650
49806	651
49806	652
49807	653
49807	654
49807	655
49807	656
49808	657
49809	658
49809	659
49809	660
49809	661
49809	662
49810	663
49810	664
49810	665
49811	666
49811	667
49811	668
49812	669
49812	670
49812	671
49812	672
49813	673
49813	674
49814	675
49814	676
49814	677
49814	678
49815	679
